NAME,MSINI,MASS,A,PER,PLANETDISCMETH
Kepler-134 b,,0.0147725,0.0596222,5.317429,Transit
Kepler-369 b,,0.00450004,0.0382537,2.732756,Transit
HD 192310 b,0.0531258,0.0531258,0.322307,74.72,RV
Kepler-257 d,,0.0812259,0.165827,24.664551,Transit
Kepler-342 b,,0.0169862,0.119932,15.170318,Transit
Kepler-644 b,,0.029598,0.0482761,3.1739171,Transit
Kepler-1108 b,,0.0107116,0.0511944,4.51005748,Transit
K2-97 b,1.13834,1.13834,0.0850402,8.4061,Transit
Kepler-119 b,,0.0397965,0.0352966,2.422082,Transit
WASP-64 b,1.2691,1.27137,0.0265195,1.5732918,Transit
Kepler-190 b,,0.0116666,0.0312733,2.019999,Transit
upsilon And b,0.669277,0.669277,0.0593858,4.6171363,RV
Kepler-56 c,,0.196739,0.167568,21.4050484,Transit
Kepler-1267 b,,0.0271261,0.113545,13.0313945,Transit
Kepler-1138 b,,0.0125983,0.0415217,3.17060005,Transit
TYC 3318-01333-1 b,3.42866,3.42866,1.41366,562,RV
HD 176986 b,0.0200181,0.0200181,0.0629202,6.4898,RV
Kepler-237 b,,0.00960182,0.0550302,4.715106,Transit
Kepler-132 e,,0.00518721,0,110.2869374,Transit
Kepler-223 e,,0.0185304,0.142858,19.721734,Transit
HD 86081 b,1.49595,1.49595,0.0346186,2.1375,RV
WASP-74 b,0.939613,0.95,0.0370185,2.13775,Transit
HD 109246 b,0.768085,0.768085,0.328074,68.27,RV
WASP-68 b,0.956493,0.957019,0.0621834,5.084298,Transit
Kepler-81 d,,0.0057099,0.148198,20.837846,Transit
K2-13 b,,0.0155688,0.212191,39.91488,Transit
Kepler-68 d,0.80971,0.80971,1.39638,580,RV
Kepler-403 c,,0.0129124,0.280567,54.280749,Transit
Kepler-197 d,,0.00587447,0.122591,15.677563,Transit
Kepler-1631 b,,0.00819664,0.049588,4.09513932,Transit
Kepler-589 b,,0.0172355,0.121794,16.54964934,Transit
Kepler-701 b,,0.0241903,0.0890998,10.35533177,Transit
Kepler-1300 b,,0.00866602,0.168494,22.2419092,Transit
Kepler-1485 b,,0.0109866,0.148883,19.9157725,Transit
Kepler-348 b,,0.0123086,0.0720019,7.05677,Transit
Kepler-341 d,,0.0136211,0.179022,27.666313,Transit
Kepler-1632 b,,0.0192688,1.19049,448.303558,Transit
HD 128311 c,3.24848,3.24848,1.74533,923.8,RV
Kepler-445 d,,0.00688654,0.044761,8.15275,Transit
Kepler-603 b,,0.0214793,0.149715,21.05358596,Transit
Kepler-364 c,,0.0160511,0.29988,59.980627,Transit
Kepler-299 e,,0.0137681,0.222312,38.285489,Transit
Kepler-1075 b,,0.00991268,0.0213603,1.52372816,Transit
K2-25 b,,0.0355731,0.0299103,3.484552,Transit
Kepler-902 b,,0.0201979,0.225432,40.1099547,Transit
CoRoT-23 b,3.07662,3.0853,0.0483417,3.6313,Transit
Kepler-1158 b,,0.017919,0.124667,13.5396293,Transit
Kepler-387 c,,0.00192504,0.101652,11.837549,Transit
Kepler-821 b,,0.00752338,0.0285532,1.92279873,Transit
Kepler-684 b,,0.0340314,0.0673713,6.77030201,Transit
Kepler-54 d,,0.0125754,0.148945,20.995694,Transit
Kepler-1082 b,,0.00437411,0.0263938,1.5432066,Transit
Kepler-1474 b,,0.0161718,0.217913,36.4333452,Transit
WASP-39 b,0.284135,0.284338,0.0485835,4.055259,Transit
HD 222076 b,,,1.82563,871,RV
Kepler-102 e,0.0296868,0.0280968,0.116059,16.1457,Transit
Kepler-1463 b,,0.0136995,0.165763,25.15864,Transit
Kepler-219 b,,0.0260126,0.0540172,4.585512,Transit
Kepler-1377 b,,0.00648186,0.015239,0.74092842,Transit
Kepler-549 c,,0.0256089,0.448737,117.040498,Transit
GJ 876 b,1.9469,1.9469,0.208098,61.1166,RV
Kepler-984 b,,0.0157709,0.237086,43.0342272,Transit
Kepler-385 b,,0.022635,0.0911035,10.043686,Transit
Kepler-374 b,,0.00324127,0.0299991,1.897806,Transit
Kepler-296 e,,0.0129124,0.205969,34.142347,Transit
HD 164509 b,0.480333,0.480333,0.877542,282.4,RV
HD 9446 b,0.698769,0.698769,0.189213,30.052,RV
HD 18742 b,2.8638,2.8638,1.97816,772,RV
Kepler-255 b,,0.011604,0.0625553,5.714606,Transit
HD 106315 b,,0.0191242,0.0889028,9.55385,Transit
Kepler-636 b,,0.0652266,0.118109,16.08066115,Transit
Kepler-197 b,,0.00313003,0.061711,5.599308,Transit
Kepler-183 c,,0.0171819,0.100501,11.637071,Transit
Kepler-745 b,,0.0161718,0.0916134,9.93143556,Transit
Kepler-517 b,,0.021778,0.297893,60.92832271,Transit
Kepler-232 b,,0.0282863,0.0527986,4.431222,Transit
Kepler-345 c,,0.00554835,0.0870905,9.387427,Transit
WASP-80 b,0.551763,0.551763,0.0344696,3.0678504,Transit
HD 167042 b,1.63682,1.63682,1.29371,420.77,RV
Kepler-1373 b,,0.00485109,0.0247968,1.29123275,Transit
Kepler-152 b,,0.0235009,0.135451,18.207973,Transit
Kepler-92 c,,,0.186405,26.723,Transit
Kepler-743 b,,0.00571923,0.0414509,3.17926292,Transit
HD 86950 b,3.61213,3.61213,2.71944,1270,RV
HD 69830 b,0.0316488,0.0316488,0.0781916,8.6669998,RV
Kepler-983 b,,0.0181548,0.312713,60.0855082,Transit
Kepler-8 b,0.582607,0.585742,0.0483278,3.52254,Transit
Kepler-1014 b,,0.0183949,0.121899,16.57110363,Transit
Kepler-336 d,,0.0182069,0.147443,20.678772,Transit
Kepler-646 b,,0.0147338,0.120657,15.87364565,Transit
Kepler-1272 b,,0.0181548,0.274894,51.1309704,Transit
Kepler-353 c,,0.00893492,0.0809409,8.410894,Transit
HD 114762 b,11.6351,11.6351,0.362932,83.9151,RV
Kepler-154 b,,0.0170837,0.201514,33.040532,Transit
Kepler-804 b,,0.0142915,0.116085,14.37457351,Transit
61 Vir c,0.0333747,0.0333747,0.216926,38.021,RV
HD 45652 b,0.468448,0.468448,0.227878,43.6,RV
Kepler-1244 b,,0.00819664,0.0531529,3.70428172,Transit
Kepler-1386 b,,0.00628541,0.0702913,6.73972381,Transit
Kepler-978 b,,0.0267373,0.270303,49.6221509,Transit
Kepler-1404 b,,0.0148244,0.116915,15.9314739,Transit
Kepler-735 b,,0.0259788,0.0945351,11.51516988,Transit
Kepler-237 c,,0.015437,0.0789575,8.103636,Transit
HD 5583 b,5.80266,5.80266,0.528741,139.35,RV
HAT-P-14 b,2.22166,2.23603,0.0606258,4.627669,Transit
Kepler-972 b,,0.0714653,0.0753112,7.03932553,Transit
Kepler-317 c,,0.0127076,0.0832604,8.77501,Transit
Kepler-92 b,,,0.119688,13.749,Transit
Kepler-1572 b,,0.00235177,0.0603302,5.49548621,Transit
Kepler-301 d,,0.0129124,0.112331,13.751243,Transit
Kepler-1363 b,,0.00648186,0.0366691,2.94194094,Transit
Kepler-148 c,,0.0397965,0.050784,4.180043,Transit
Kepler-49 d,,0.0119197,0.0367817,2.576549,Transit
Kepler-668 b,,0.0222358,0.07692,8.35390639,Transit
K2-15 b,,0.0213883,0.0909691,11.8104,Transit
Kepler-1013 b,,0.0160703,0.129582,18.93054959,Transit
Kepler-796 b,,0.00730709,0.0658558,6.40087618,Transit
Kepler-1634 b,,0.0304768,0.989603,374.876239,Transit
HIP 105854 b,8.2,8.2,0.812352,184.2,RV
Kepler-169 b,,0.00450004,0.0429455,3.250619,Transit
WASP-66 b,2.30754,2.31346,0.0546221,4.086052,Transit
HD 73256 b,1.86902,1.86902,0.0371348,2.5485799,RV
Kepler-1427 b,,0.00407386,0.0192274,0.96897238,Transit
HD 106315 c,,0.069254,0.150571,21.058,Transit
Kepler-303 c,,0.00464108,0.0720317,7.061149,Transit
Kepler-1274 b,,0.00991268,0.0809151,6.98152703,Transit
Kepler-1032 b,,0.0137822,0.0396806,3.29011795,Transit
Kepler-168 b,,0.0107805,0.0527522,4.425391,Transit
Kepler-56 b,,0.0465014,0.104248,10.5034294,Transit
6 Lyn b,2.20888,2.20888,2.18639,874.774,RV
Kepler-238 b,,0.0127755,0.0320006,2.090876,Transit
Kepler-151 c,,0.0155228,0.165872,24.674612,Transit
Kepler-1487 b,,0.0158698,0.0821396,7.31946363,Transit
Kepler-150 b,,0.00638668,0.0444944,3.428054,Transit
HD 180314 b,22.6261,22.6261,1.45528,396.03,RV
HD 17092 b,4.96206,4.96206,1.30798,359.89999,RV
Kepler-780 b,,0.00189081,0.0151449,0.67737516,Transit
Kepler-353 b,,0.00192504,0.0631426,5.795278,Transit
Kepler-931 b,,0.00796813,0.0746773,8.03755877,Transit
Kepler-1246 b,,0.00842926,0.0888549,11.32271513,Transit
Kepler-1169 b,,0.00235177,0.0702714,6.11009134,Transit
HD 34445 e,0.051651,0.051651,0.268681,49.175,RV
Kepler-1105 b,,0.0148244,0.0470338,4.42157218,Transit
HIP 57274 b,0.0365708,0.0365708,0.0712798,8.1352,RV
Kepler-93 b,0.00814206,0.00814901,0.0534149,4.72674,Transit
Kepler-281 c,,0.0938647,0.214705,36.337373,Transit
WASP-94 A b,0.418542,0.41865,0.0532427,3.9501907,Transit
Kepler-236 b,,0.0117295,0.0801996,8.295611,Transit
HD 202206 b,16.8244,16.8244,0.811776,255.87,RV
WASP-5 b,1.62047,1.62423,0.0271923,1.6284229,Transit
Kepler-78 b,0.00593365,0.00585,0.00914662,0.35500744,Transit
Kepler-55 f,,0.011856,0.0920376,10.198545,Transit
Kepler-314 c,,0.025195,0.0643363,5.960392,Transit
GJ 273 b,0.00910315,0.00910315,0.0911013,18.64968369,RV
CoRoT-2 b,3.27343,3.27527,0.0280884,1.7429935,Transit
Kepler-447 b,1.36628,1.37,0.0769686,7.79430132,Transit
Kepler-187 c,,0.0218083,0.0946763,10.640263,Transit
Kepler-257 c,,0.0975428,0.0687315,6.581484,Transit
Kepler-424 c,7.03702,7.03702,0.724323,223.3,Transit
K2-8 b,,0.0419087,0.0859362,10.35239,Transit
Kepler-522 b,,0.136066,0.25806,38.58422849,Transit
WASP-133 b,1.19752,1.19916,0.034546,2.176423,Transit
HAT-P-66 b,0.769884,0.77158,0.0436462,2.972086,Transit
HD 108874 c,1.02837,1.02837,2.72021,1680.3835,RV
Kepler-1615 b,,0.015288,0.259379,47.3126192,Transit
GJ 832 c,0.016749,0.016749,0.162542,35.68,RV
Kepler-894 b,,0.0233514,0.0855774,9.803224,Transit
Kepler-1609 b,,0.0166923,0.487197,114.34219,Transit
Kepler-289 b,,0.0188614,0.207581,34.543901,Transit
Kepler-1524 b,,0.0383032,0.353488,70.9674603,Transit
Kepler-346 c,,0.0281036,0.162163,23.851549,Transit
Kepler-1403 b,,0.0159697,0.0607809,5.19492202,Transit
Kepler-953 b,,0.0583181,0.381801,88.40655258,Transit
Kepler-1479 b,,0.0134548,0.116158,14.53261362,Transit
HD 200964 c,0.945722,0.945722,2.00121,825,RV
HD 10180 h,0.206033,,3.42452,2248,RV
Kepler-328 c,,,0.352599,71.312,Transit
HD 33142 b,1.41137,1.41137,1.09038,326.6,RV
Kepler-402 e,,0.0107805,0.098218,11.242861,Transit
HAT-P-20 b,7.27817,7.28953,0.03616,2.875317,Transit
HD 7924 b,0.0273647,0.0273647,0.0566417,5.39792,RV
Kepler-834 b,,0.0149156,0.0976622,13.32388301,Transit
Kepler-439 b,,0.0168896,0.594654,178.1396,Transit
Kepler-1060 b,,0.0182743,0.253589,46.8779367,Transit
Kepler-1150 b,,0.00313024,0.0353774,2.78786839,Transit
CoRoT-5 b,0.461312,0.462537,0.0496334,4.0378962,Transit
WASP-127 b,0.204009,0.204061,0.0555523,4.178062,Transit
Kepler-1184 b,,0.0219292,0.282775,53.5991044,Transit
WASP-47 b,1.1233,1.12341,0.0509676,4.1591409,Transit
Kepler-194 d,,0.0185304,0.275493,52.814973,Transit
OGLE-2011-BLG-0251 b,,0.53,,,Microlensing
Kepler-1566 b,,0.00123338,0.0122438,0.53991524,Transit
K2-24 b,0.0723532,0.0723594,0.154139,20.8851,Transit
Kepler-36 b,,0.0140379,0.115423,13.83989,Transit
Kepler-161 b,,0.0157841,0.0566234,4.921355,Transit
Kepler-943 b,,0.117824,0.258472,49.7701438,Transit
HD 109271 c,0.0771544,0.0771544,0.195818,30.93,RV
Kepler-899 b,,0.0219292,0.136873,19.17891293,Transit
HAT-P-35 b,1.05305,1.05422,0.0497734,3.646706,Transit
HD 99109 b,0.504198,0.504198,1.10806,439.3,RV
Kepler-1347 b,,0.00325512,0.106453,14.00947528,Transit
Kepler-649 b,,0.017125,0.186659,29.90722674,Transit
Kepler-66 b,,0.0244232,0.135169,17.815815,Transit
Kepler-778 b,,0.0124487,0.044079,3.75574426,Transit
Kepler-253 c,,0.0215411,0.0925387,10.281951,Transit
Kepler-744 b,,0.0120821,0.100833,12.06222443,Transit
Kepler-5 b,2.11222,2.11663,0.0506416,3.54846,Transit
Kepler-161 c,,0.0151834,0.0720527,7.06424,Transit
HD 10647 b,0.925037,0.925037,2.02175,1003,RV
Kepler-675 b,,0.0190136,0.0318646,2.33743801,Transit
Kepler-758 d,,0.0157709,0.154009,20.4966197,Transit
Kepler-331 b,,0.013404,0.0812396,8.457496,Transit
Kepler-28 c,,0.0348081,0.0768547,8.98597,Transit
Kepler-600 b,,0.0252452,0.152252,23.67517607,Transit
HATS-9 b,0.832409,0.837,0.0304899,1.9153073,Transit
Kepler-782 b,,0.0307009,0.569779,158.6853308,Transit
Kepler-121 b,,0.0178911,0.0422983,3.177422,Transit
Kepler-1407 b,,0.0170154,0.149206,20.0711504,Transit
Kepler-816 b,,0.880048,0.0906432,10.50682565,Transit
Kepler-1205 b,,0.00965491,0.0194186,1.07839035,Transit
Kepler-1585 b,,0.0132151,0.0448876,3.5827463,Transit
Kepler-621 b,,0.0174594,0.0334052,2.62811375,Transit
Kepler-412 b,0.928529,0.940391,0.0295963,1.720861232,Transit
HD 111591 b,4.44725,4.44725,2.53363,1056.4,RV
upsilon And c,1.91855,1.91855,0.830445,241.33335,RV
Kepler-170 c,,0.0245625,0.12769,16.665863,Transit
Kepler-122 b,,0.0178911,0.0629312,5.766193,Transit
WASP-12 b,1.34899,1.36063,0.0225329,1.09142245,Transit
Kepler-148 b,,0.0132614,0.0281967,1.729366,Transit
HD 170469 b,0.668676,0.668676,2.23538,1145,RV
Kepler-285 b,,0.00809262,0.0373252,2.633867,Transit
HATS-27 b,0.527536,0.528122,0.0611041,4.637038,Transit
HD 88133 b,0.296108,0.296108,0.0469104,3.41587,RV
HD 196885 b,2.9439,2.9439,2.54171,1333,RV
24 Sex b,1.83564,1.83564,1.4118,455.2,RV
HD 190228 b,5.94193,5.94193,2.60478,1136.1,RV
Kepler-333 b,,0.00769114,0.105697,12.551158,Transit
Kepler-510 b,,0.0192688,0.137663,19.55659418,Transit
Kepler-370 c,,0.0140679,0.139463,19.02293,Transit
OGLE-2006-BLG-109L b,,0.727,2.30386,1788.5,Microlensing
BD +20 594 b,0.0515049,0.0515065,0.232191,41.6855,Transit
Kepler-762 b,,1,0.0483406,3.7705521,Transit
Kepler-128 b,,,0.126287,15.09,Transit
Kepler-111 c,,0.159251,0.723521,224.784608,Transit
HD 141399 b,0.450523,0.450523,0.415174,94.44,RV
HIP 74890 b,2.43024,2.43024,2.06698,822.3,RV
Kepler-267 d,,0.0171819,0.182449,28.464515,Transit
HD 181720 b,0.37199,0.37199,1.84741,956,RV
55 Cnc c,0.164558,0.164558,0.237305,44.38,RV
Kepler-1125 b,,0.0135358,0.130519,17.6700642,Transit
Kepler-995 b,,0.0222358,0.170669,28.26731672,Transit
HD 156411 b,0.732711,0.732711,1.87545,842.2,RV
Kepler-1196 b,,0.0167991,0.318069,66.1849031,Transit
HATS-3 b,1.07114,1.0735,0.0485119,3.547851,Transit
Kepler-101 b,,0.115399,0.0450089,3.487691,Transit
Kepler-536 b,,0.028747,0.0284473,1.8270823,Transit
Kepler-680 b,,0.0187628,0.0479468,3.68992629,Transit
91 Aqr b,3.07016,3.07016,0.688457,181.4,RV
Kepler-362 b,,0.0018494,0.0928099,10.327186,Transit
Kepler-301 b,,0.00829825,0.0361317,2.508553,Transit
Kepler-1126 b,,0.0127496,0.433249,108.593329,Transit
Kepler-860 b,,0.0313841,0.0587592,5.10137945,Transit
Kepler-403 b,,0.00638668,0.0718296,7.031462,Transit
Kepler-676 b,,0.0275214,0.0801169,11.59822172,Transit
Kepler-1596 b,,0.014034,0.315387,66.373379,Transit
Kepler-404 c,,0.0127076,0.117713,14.751166,Transit
Kepler-279 b,,0.0403249,0.104337,12.309681,Transit
HD 27894 b,0.617925,0.617925,0.122117,17.990999,RV
Kepler-1256 b,,0.0115494,0.110556,12.4127754,Transit
HD 156279 b,9.7848,9.7848,0.494507,131.05,RV
Kepler-411 c,,0.0320836,0.07255,7.83442788,Transit
Kepler-207 d,,0.032872,0.0636703,5.868075,Transit
Kepler-502 b,,0.0754224,0.0541085,4.28686431,Transit
Kepler-297 c,,0.117213,0.347807,74.920137,Transit
Kepler-436 c,,0.0178026,0.115577,16.79713874,Transit
Kepler-345 b,,0.00100422,0.0744222,7.415563,Transit
K2-110 b,0.0529276,0.052931,0.102068,13.86375,Transit
HATS-30 b,0.704661,0.705734,0.0435518,3.1743516,Transit
Kepler-1449 b,,0.0124487,0.112305,13.2274528,Transit
61 Vir d,0.0715929,0.0715929,0.474527,123.01,RV
Kepler-141 c,,0.00960182,0.0716875,7.010606,Transit
Kepler-1399 b,,0.00648186,0.026927,1.63865306,Transit
HD 179079 b,0.0837774,0.0837774,0.119635,14.476,RV
Kepler-504 b,,0.0118667,0.060873,9.54927542,Transit
Kepler-220 d,,0.00271267,0.180985,28.122397,Transit
OGLE-05-390L b,,0.0173,2.72349,3500,Microlensing
WASP-4 b,1.22306,1.22311,0.0230406,1.3382299,Transit
Kepler-432 c,2.36402,2.36402,1.17816,406.2,RV
Kepler-141 b,,0.000786457,0.041677,3.107675,Transit
Kepler-1641 b,,0.028747,0.148109,19.672266,Transit
HAT-P-67 b,,1,0.0657911,4.8101025,Transit
Kepler-1026 b,,0.0165864,0.199129,36.5156053,Transit
HD 4113 b,1.64829,1.64829,1.27266,526.62,RV
Kepler-488 b,,1,0.0427479,3.12082923,Transit
Kepler-999 b,,0.019544,0.070282,5.991857235,Transit
HD 330075 b,0.623724,0.623724,0.0392074,3.38773,RV
Kepler-1029 b,,0.00648186,0.0493183,4.41769648,Transit
Kepler-754 b,,0.0148244,0.11898,14.5596237,Transit
Kepler-524 c,,0.00255759,0.0307775,1.88897906,Transit
Kepler-256 e,,0.0179955,0.0949212,10.681572,Transit
HD 104985 b,4.9174,4.9174,0.678014,199.505,RV
HATS-10 b,0.524155,0.526,0.0449161,3.312846,Transit
Kepler-189 b,,0.0057099,0.0932453,10.399931,Transit
Ross 128 b,0.004436,0.004436,0.0496746,9.8658,RV
K2-138 e,,0.0337611,0.0780677,8.26144,Transit
Kepler-691 b,,0.0154788,0.0639541,8.114379,Transit
Kepler-101 c,,0.00789025,0.0648349,6.029809,Transit
Kepler-653 c,,0.00123338,0.0183692,0.90037648,Transit
Kepler-1537 b,,0.00518721,0.0233115,1.4444538,Transit
Kepler-750 c,,0.0120821,0.0524304,4.08899022,Transit
HD 87883 b,1.75571,1.75571,3.57648,2754,RV
Kepler-520 c,,0.00364938,0.0607231,5.21104261,Transit
WASP-135 b,1.88193,1.90043,0.0243585,1.4013794,Transit
Kepler-81 c,,0.0181548,0.0885967,12.04,Transit
Kepler-156 c,,0.0202659,0.123783,15.906801,Transit
Kepler-127 d,,0.0214091,0.260742,48.630408,Transit
Kepler-657 b,,0.0377408,0.165833,24.54350418,Transit
Kepler-1311 b,,0.00628541,0.0994127,11.1726994,Transit
HD 219134 f,0.0229933,0.0229933,0.146332,22.717,RV
Kepler-449 c,,,0.201945,33.6727,Transit
HD 10180 g,0.0673813,0.0673813,1.42271,602,RV
Kepler-1092 b,,0.015383,0.294279,58.6017925,Transit
Kepler-1214 b,,0.0181548,0.131197,18.82634264,Transit
Kepler-275 c,,0.0344212,0.124722,16.088134,Transit
Kepler-482 b,,0.0181548,0.261363,56.35418576,Transit
Kepler-1495 b,,0.0257931,0.382908,85.273256,Transit
Kepler-201 c,,0.0244074,0.557119,151.884058,Transit
K2-30 b,0.577897,0.578733,0.0484016,4.098503,Transit
WASP-94 B b,0.619839,0.619839,0.0334746,2.00839,Transit
Kepler-208 c,,0.00915403,0.0747634,7.466623,Transit
Kepler-722 c,,0.0240196,0.440295,105.144749,Transit
Kepler-1174 b,,0.0118667,0.0718111,6.89225223,Transit
Kepler-274 b,,0.0115417,0.100488,11.634788,Transit
Kepler-581 b,,0.0213319,0.23121,40.6069821,Transit
Kepler-693 b,,0.503122,0.110433,15.37563332,Transit
Kepler-1102 b,,0.021628,0.266647,51.3285623,Transit
GJ 9827 c,0.00760583,0.00761024,0.0394192,3.648083,Transit
Kepler-769 c,,0.0132151,0.131614,15.9870174,Transit
Kepler-652 b,,0.0195285,0.0502867,4.18200253,Transit
Kepler-420 b,,1.45,0.381935,86.647661,Transit
HD 66428 b,2.74962,2.74962,3.14259,1973,RV
HD 52265 b,1.07139,1.07139,0.499878,119.29,RV
HATS-14 b,1.06798,1.0682,0.0381546,2.766741,Transit
Kepler-75 b,9.98356,9.98479,0.0807413,8.884924,Transit
Kepler-326 c,,0.00937625,0.0539767,4.580358,Transit
Kepler-554 b,,0.0605767,0.0293274,1.90220856,Transit
Kepler-1649 b,,0.00408697,0.0498583,8.68909,Transit
HAT-P-43 b,0.665286,0.665457,0.044362,3.332687,Transit
Kepler-1294 b,,0.0304768,0.463098,115.6862258,Transit
HD 147873 c,2.24603,2.24603,1.35778,491.54,RV
Kepler-249 c,,0.0120453,0.0723886,7.113702,Transit
Kepler-1282 b,,0.0115843,0.0315297,2.13194651,Transit
Kepler-740 b,,0.0690043,0.0444161,3.58410122,Transit
Kepler-79 c,,0.0186,0.183622,27.402,Timing
HD 16417 b,0.0669595,0.0669595,0.135435,17.24,RV
Kepler-251 c,,0.0232079,0.126914,16.514043,Transit
Kepler-15 b,0.66177,0.662431,0.0571382,4.942782,Transit
HD 205739 b,1.48708,1.48708,0.894939,279.8,RV
Kepler-851 b,,0.0124487,0.078449,8.50699658,Transit
Kepler-1342 b,,0.0123008,0.032467,2.21571036,Transit
Kepler-302 b,,0.0537981,0.189725,30.184104,Transit
Kepler-781 b,,0.0250657,0.101967,13.2140732,Transit
Kepler-317 b,,0.0155228,0.0611582,5.524242,Transit
Kepler-152 c,,0.0184218,0.387942,88.255055,Transit
Kepler-343 b,,0.0186399,0.0844802,8.96855,Transit
Kepler-1161 b,,0.0158698,0.0797661,10.71252541,Transit
CoRoT-16 b,0.535943,0.537982,0.0617874,5.35227,Transit
HD 216770 b,0.646927,0.646927,0.455837,118.45,RV
HD 136418 b,1.9935,1.9935,1.29111,464.3,RV
Kepler-907 b,,0.00553813,0.126784,15.86621821,Transit
Kepler-1402 b,,0.00111394,0.0303322,2.03387914,Transit
Kepler-59 b,,0.00441201,0.103167,11.8681707,Transit
Kepler-98 b,0.010276,0.0111695,0.0260305,1.54168,Transit
Kepler-192 b,,0.0227766,0.090395,9.926746,Transit
beta Pic b,,11,9.04,7482,Imaging
Kepler-1259 b,,0.0101747,0.013815,0.66308526,Transit
Kepler-202 c,,0.0136211,0.125725,16.282493,Transit
gamma Lib c,4.58986,4.58986,2.17458,964.6,RV
Kepler-1142 b,,0.0109866,0.134547,18.3027248,Transit
GJ 163 d,0.0926098,0.0926098,1.03037,603.95116,RV
Kepler-339 c,,0.00478497,0.0715337,6.988055,Transit
HD 215152 e,0.00905232,0.00905232,0.15417,25.1967,RV
HD 188015 b,1.46957,1.46957,1.19018,461.2,RV
WASP-59 b,0.859026,0.859095,0.0696866,7.919585,Transit
WASP-54 b,0.630293,0.63273,0.049881,3.6936411,Transit
Kepler-1542 b,,0.00111394,0.0479144,3.95116882,Transit
HAT-P-8 b,1.29241,1.29336,0.0449613,3.076337,Transit
Kepler-446 b,,0.0115145,0.0159282,1.565409,Transit
Kepler-1533 b,,0.0363708,0.977788,308.5471,Transit
WASP-15 b,0.541448,0.542797,0.0499436,3.7521,Transit
Kepler-425 b,0.248704,1,0.0464979,3.79701816,Transit
HD 10180 d,0.0376549,0.0376549,0.128581,16.3567,RV
Kepler-767 b,,0.121945,0.572614,161.5280101,Transit
HD 9446 c,1.81548,1.81548,0.65375,192.9,RV
Kepler-445 b,,0.0120099,0.022904,2.984151,Transit
XO-4 b,1.60219,1.60254,0.05524,4.1250828,Transit
WASP-48 b,0.969551,0.984236,0.034488,2.143634,Transit
Kepler-566 b,,0.0160703,0.128317,18.42794624,Transit
HD 37124 b,0.674371,0.674371,0.533637,154.378,RV
Kepler-89 b,0.0287326,0.0287348,0.0511881,3.743208,Transit
WASP-32 b,3.441,3.45362,0.0390315,2.718661,Transit
Kepler-265 b,,0.0136944,0.0705628,6.846262,Transit
OGLE-TR-211 b,0.753425,0.757277,0.0512842,3.67724,Transit
gamma Cep b,1.51728,1.51728,1.9793,905.574,RV
Kepler-325 b,,0.0253561,0.0536941,4.544439,Transit
Kepler-11 g,,0.0332233,0.465624,118.3807,Transit
Kepler-409 b,,0.00576565,0.320082,68.9584,Transit
Kepler-256 b,,0.011856,0.0270005,1.620493,Transit
Kepler-1182 b,,0.0186391,0.0991034,11.17394617,Transit
Kepler-617 b,,0.00774372,0.0221208,1.68269615,Transit
Kepler-1035 b,,0.00501732,0.0378236,2.71407755,Transit
HD 1605 c,3.50295,3.50295,3.52689,2111,RV
GJ 86 b,4.00104,4.00104,0.114217,15.76491,RV
Kepler-470 b,,1,0.185532,24.66919569,Transit
Kepler-1637 b,,0.00189081,0.0658388,6.10960324,Transit
Kepler-1346 b,,0.0117956,0.0462418,3.40165668,Transit
HR 8799 e,,7,14.5253,16422,Imaging
HD 8574 b,1.80603,1.80603,0.757141,227,RV
Kepler-269 c,,0.0125062,0.079115,8.127899,Transit
MOA-2007-BLG-192L b,,0.01,,,Microlensing
Kepler-250 b,,0.00450004,0.0505253,4.148141,Transit
HD 82886 b,1.30477,1.30477,1.58126,705,RV
HD 179949 b,0.902075,0.902075,0.0439208,3.092514,RV
Kepler-1167 b,,0.0126737,0.0181392,1.00393374,Transit
GJ 3293 e,0.0104938,0.0104938,0.0820805,13.25319599,RV
HD 2952 b,1.62021,1.62021,1.22755,311.6,RV
Kepler-1063 b,,0.0115494,0.117439,14.07971466,Transit
Kepler-169 e,,0.0165098,0.112418,13.767102,Transit
MOA-2009-BLG-319L b,,0.157,,,Microlensing
Kepler-1340 b,,0.0115843,0.0161473,0.66502692,Transit
YZ Cet b,0.00234218,0.00234218,0.0155735,1.96876,RV
HIP 14810 c,1.27518,1.27518,0.545404,147.76916,RV
Kepler-358 c,,0.0244074,0.373844,83.488369,Transit
HD 28678 b,1.8997,1.8997,1.31659,387.1,RV
WASP-56 b,0.605178,0.605385,0.056145,4.617101,Transit
Kepler-18 c,,0.0544,0.0752115,7.64159,Transit
Kepler-215 e,,0.0129124,0.326561,68.16101,Transit
Kepler-540 b,,0.0223911,0.610956,172.7049784,Transit
HATS-6 b,0.319673,0.319,0.0362414,3.3252725,Transit
Kepler-230 c,,0.0151,0.398184,91.773242,Transit
Kepler-739 b,,0.0330424,0.103068,12.53248465,Transit
Kepler-515 b,,0.0107116,0.139053,19.96371318,Transit
Kepler-388 b,,0.00137963,0.0422619,3.173315,Transit
HAT-P-52 b,0.817956,0.819064,0.0369523,2.7535953,Transit
Kepler-107 e,,0.0360464,0.117702,14.749049,Transit
Kepler-947 b,,0.0172355,0.169908,26.9644317,Transit
Kepler-1560 b,,0.00189081,0.0412688,3.03195744,Transit
